"Restaurant.Name","City","Average.Cost.for.two","Has.Table.booking","Has.Online.delivery","Is.delivering.now","Votes","Aggregate.rating","Rating.text","Cuisine.code"
"Tibet Kujing","New Delhi",400,0,0,0,11,2.9,"Average",17
"Yummy Adda","New Delhi",400,0,0,0,14,3.5,"Good",52
"Asli Alam Muradabadi Biryani Centre","New Delhi",250,0,0,0,22,2.8,"Average",11
"Cafe Rasoi","New Delhi",350,0,0,0,11,3.2,"Average",52
"Chinese Food","New Delhi",250,0,0,0,8,2.9,"Average",22
"Green Chick Chop","New Delhi",350,0,0,0,10,2.9,"Average",59
"Hasty Tasty","New Delhi",400,0,0,0,86,3.3,"Average",17
"Hunter's Kitchen","New Delhi",1000,1,0,0,6,3,"Average",51
"Manahang Restaurant","New Delhi",500,0,0,0,12,3.2,"Average",17
"Mezbaan Restaurant","New Delhi",600,0,1,0,135,3.4,"Average",52
"Moon Light Sweets","New Delhi",200,0,0,0,16,3.3,"Average",46
"North East Castle","New Delhi",500,0,0,0,4,2.9,"Average",15
"Pizza Point","New Delhi",350,0,0,0,10,2.9,"Average",22
"Roll Point","New Delhi",200,0,0,0,7,2.8,"Average",22
"Sanjha Tandoor","New Delhi",700,0,0,0,17,2.8,"Average",52
"Sayyam","New Delhi",250,0,0,0,16,2.7,"Average",17
"Shiv Bhojnalaya","New Delhi",250,0,0,0,12,2.8,"Average",63
"Subway","New Delhi",500,0,1,0,78,3.4,"Average",1
"Take Away","New Delhi",400,0,0,0,20,2.9,"Average",17
"Vedanta's","New Delhi",650,0,0,0,66,2.7,"Average",52
"Asian Chopstick","New Delhi",400,0,0,0,27,3.5,"Good",17
"Chinese Delights","New Delhi",400,0,1,0,21,3.5,"Good",17
"Dezertfox","New Delhi",550,0,1,0,21,3.7,"Good",7
"Anupam Restaurant","New Delhi",500,0,1,0,32,2.3,"Poor",52
"Bobby Di Punjabi Rasoi","New Delhi",150,0,0,0,4,2.9,"Average",52
"Agarwal Sweets","New Delhi",150,0,0,0,8,3,"Average",46
"Aurangzeb Rd","New Delhi",500,0,1,1,23,3.4,"Average",52
"Bengali Sweet Corner","New Delhi",200,0,0,0,7,3,"Average",63
"Cafe Coffee Day","New Delhi",450,0,0,0,23,2.6,"Average",15
"Chinese K. Food","New Delhi",300,0,0,0,4,2.9,"Average",17
"Chocowell","New Delhi",150,0,0,0,15,3.2,"Average",19
"Choice","New Delhi",500,0,0,0,4,3,"Average",63
"Desi Street","New Delhi",350,0,0,0,13,3.1,"Average",52
"Enigma Lounge","New Delhi",750,0,0,0,8,2.8,"Average",17
"Flavors Of London","New Delhi",200,0,0,0,7,3,"Average",19
"Frontier","New Delhi",200,0,0,0,4,3,"Average",7
"Green Chick Chop","New Delhi",350,0,0,0,16,3.2,"Average",59
"Hot House Grill","New Delhi",300,0,1,0,10,3.2,"Average",22
"Kanshi Ram Chole Kulche Wala","New Delhi",150,0,0,0,13,3.4,"Average",66
"Kents Fast Food","New Delhi",900,0,0,0,12,2.8,"Average",52
"Paharia Meat & Chicken Shop","New Delhi",250,0,0,0,12,2.8,"Average",52
"Palji Corner","New Delhi",150,0,0,0,30,3.3,"Average",52
"Paratha Hi Paratha","New Delhi",100,0,0,0,10,3.1,"Average",52
"Picasso Roof Top","New Delhi",1100,1,0,0,15,3.1,"Average",18
"RK Dosa","New Delhi",150,0,0,0,12,2.8,"Average",63
"Sandoz","New Delhi",600,0,1,0,32,2.6,"Average",17
"Sardar Ji","New Delhi",120,0,0,0,7,3,"Average",52
"Satkar Fast Food","New Delhi",200,0,0,0,20,2.8,"Average",52
"Sweetheart Cupcakes","New Delhi",150,0,0,0,21,3.1,"Average",19
"The Earthen Grill","New Delhi",350,0,0,0,14,3.2,"Average",52
"Twenty Four Seven","New Delhi",300,0,0,0,14,2.8,"Average",22
"Al Bake","New Delhi",400,0,0,0,38,2.7,"Average",52
"Americana Kitchen and Bar","New Delhi",1900,1,0,0,105,2.8,"Average",1
"Bawa Snacks Corner","New Delhi",150,0,0,0,11,2.8,"Average",52
"Bhimsain's Bengali Sweet House","New Delhi",450,0,0,0,4,2.9,"Average",46
"Cafe Coffee Day","New Delhi",450,0,0,0,13,3.1,"Average",15
"Cafe Coffee Day","New Delhi",450,0,1,0,38,3,"Average",15
"Dolce Gelato","New Delhi",300,0,1,0,9,3.2,"Average",30
"Domino's Pizza","New Delhi",700,0,0,0,71,3,"Average",56
"Gopala","New Delhi",150,0,0,0,12,3,"Average",52
"New Punjabi Khana","New Delhi",200,0,0,0,8,3.1,"Average",52
"New Vishal Corner","New Delhi",250,0,0,0,14,3.1,"Average",52
"Punjabi Khana","New Delhi",200,0,0,0,14,3.2,"Average",52
"Rajshree","New Delhi",250,0,0,0,11,3.1,"Average",63
"Snack Junction","New Delhi",250,0,0,0,27,3,"Average",52
"Sona","New Delhi",400,0,0,0,29,3.4,"Average",52
"Southy","New Delhi",450,0,1,0,94,2.5,"Average",63
"The First Floor","New Delhi",1000,1,1,0,14,3.1,"Average",52
"Hype","New Delhi",4700,0,0,0,142,3.7,"Good",23
"McDonald's","New Delhi",500,0,1,0,177,3.7,"Good",22
"New Punjabi Khana","New Delhi",200,0,0,0,104,3.9,"Good",52
"Pizza Hut Delivery","New Delhi",800,0,1,0,103,3.6,"Good",32
"Shree Rathnam","New Delhi",800,0,0,0,58,3.6,"Good",63
"Subway","New Delhi",500,0,0,0,142,3.6,"Good",1
"Pind Balluchi","New Delhi",1000,1,1,0,184,2.4,"Poor",52
"Oh! Calcutta","New Delhi",1400,1,1,0,1293,4.4,"Very Good",8
"Alcoholic Lounge & Bar","New Delhi",1800,1,0,0,21,2.8,"Average",23
"Baljeet's Amritsari Koolcha","New Delhi",300,0,0,0,110,3.1,"Average",52
"Bikanervala","New Delhi",550,0,1,0,89,3.4,"Average",52
"Cafe Coffee Day","New Delhi",450,0,0,0,32,3.3,"Average",15
"Chicago Pizza","New Delhi",500,0,1,0,42,3.4,"Average",22
"Cocoberry","New Delhi",300,0,1,0,32,3.3,"Average",19
"Dilli Chaap Wale","New Delhi",450,0,0,0,24,3.4,"Average",52
"Dips","New Delhi",300,0,0,0,23,2.8,"Average",63
"Domino's Pizza","New Delhi",700,0,0,0,85,3.4,"Average",56
"Gullu's","New Delhi",550,0,0,0,45,2.9,"Average",52
"Hashtag Foods","New Delhi",300,0,1,0,80,3.4,"Average",22
"Mini Meals","New Delhi",300,0,0,0,66,2.7,"Average",52
"No Name - Taste Hi Kaafi Hai","New Delhi",400,0,1,0,31,3.2,"Average",13
"Pind Balluchi","New Delhi",1000,1,1,0,261,2.7,"Average",52
"Pizza Hut","New Delhi",1000,0,1,0,211,3.3,"Average",32
"Raj Bhature wala","New Delhi",350,0,1,0,84,3.4,"Average",52
"Rolls Tiger","New Delhi",450,0,1,0,49,3.4,"Average",22
"SGF - Spice Grill Flame","New Delhi",500,0,1,0,80,3.4,"Average",52
"Smoksha Cafe and Lounge","New Delhi",600,0,0,0,60,3.4,"Average",15
"Subway","New Delhi",500,0,1,0,131,3.4,"Average",1
"Sura Vie","New Delhi",1400,1,1,0,391,3.4,"Average",52
"Billu's Hut","New Delhi",350,0,0,0,813,3.9,"Good",22
"BTW","New Delhi",200,0,0,0,459,3.7,"Good",66
"Burger King","New Delhi",500,0,1,0,426,3.6,"Good",13
"Cafe Coffee Day","New Delhi",450,0,0,0,50,3.5,"Good",15
"Chills 'n' Grills","New Delhi",350,0,1,0,69,3.6,"Good",22
"Fusion N Food","New Delhi",300,0,0,0,22,3.8,"Good",22
"Giani","New Delhi",400,0,1,0,87,3.6,"Good",30
"Hot Spot","New Delhi",400,0,0,0,201,3.8,"Good",22
"La Americana","New Delhi",450,0,1,0,139,3.6,"Good",22
"Mogambo Khush Hua","New Delhi",400,0,1,0,121,3.8,"Good",17
"Niti Shake & Ice Cream Hub","New Delhi",200,0,0,0,23,3.8,"Good",19
"Pacific Asia","New Delhi",1200,1,1,0,151,3.7,"Good",52
"Papa Veg Chinese Food","New Delhi",450,0,1,0,29,3.8,"Good",17
"Pasta Hut","New Delhi",400,0,0,0,82,3.5,"Good",22
"Ram G Snacks & Food Corner","New Delhi",150,0,0,0,34,3.5,"Good",52
"Sandwich King","New Delhi",500,0,0,0,99,3.8,"Good",22
"Shake Eat Up","New Delhi",400,0,0,0,155,3.9,"Good",22
"Starbucks","New Delhi",700,0,0,0,294,3.7,"Good",15
"The Chai Story","New Delhi",300,0,0,0,22,3.6,"Good",15
"Themis Barbecue House","New Delhi",1400,1,0,0,457,3.8,"Good",52
"Utsav","New Delhi",250,0,0,0,13,3.5,"Good",7
"Barbeque Nation","New Delhi",1600,0,0,0,937,4.1,"Very Good",52
"Bistro 57","New Delhi",500,0,0,0,20,4,"Very Good",22
"Calendar Khana Laao","New Delhi",1000,0,1,0,42,4.2,"Very Good",52
"Chaayos","New Delhi",400,0,1,0,156,4.1,"Very Good",15
"Eleven Course","New Delhi",1650,0,0,0,537,4,"Very Good",52
"Sinciti","New Delhi",1200,1,1,0,277,4,"Very Good",52
"Admission Lounge","New Delhi",2500,1,0,0,24,2.7,"Average",52
"Al Zaika","New Delhi",700,0,0,0,8,2.9,"Average",52
"Angels in my Kitchen","New Delhi",350,0,1,0,88,3.2,"Average",7
"Asian Curry","New Delhi",800,0,0,0,5,3,"Average",70
"Chaska","New Delhi",500,0,0,0,47,3.3,"Average",22
"Chik Chow","New Delhi",650,0,1,0,62,3.3,"Average",52
"Deep Sweet Corner","New Delhi",400,0,0,0,16,2.7,"Average",52
"Deepika Khaitan's Cakes","New Delhi",700,0,0,0,4,2.9,"Average",7
"Dhaba On Wheels","New Delhi",600,0,0,0,15,2.7,"Average",52
"Domino's Pizza","New Delhi",700,0,0,0,95,2.8,"Average",56
"Evergreen Sweets","New Delhi",350,0,0,0,14,2.8,"Average",52
"Gopala","New Delhi",250,0,0,0,7,3,"Average",46
"Green Chick Chop","New Delhi",350,0,0,0,12,3,"Average",59
"Halal Pizza Fun","New Delhi",450,0,0,0,7,3.1,"Average",56
"Keventers","New Delhi",400,0,1,0,13,3.3,"Average",9
"Khan Chicken Biryani","New Delhi",500,0,0,0,9,2.9,"Average",52
"McDonald's","New Delhi",500,0,1,0,127,3.4,"Average",22
"Midnight Bites","New Delhi",550,0,0,0,10,3.1,"Average",52
"Moti Mahal Delux","New Delhi",800,0,1,0,44,2.9,"Average",52
"MT Everest Food Corner","New Delhi",700,0,0,0,28,2.9,"Average",52
"Muradabad Ki Mashoor Sama Chicken Biryani","New Delhi",350,0,0,0,5,2.9,"Average",11
"New Laziz","New Delhi",550,0,0,0,6,2.9,"Average",52
"Talab South Indian Restaurant","New Delhi",200,0,0,0,14,2.7,"Average",63
"Tipu Sultan Chicken Point","New Delhi",250,0,0,0,27,3.2,"Average",11
"Yo Wok","New Delhi",750,1,0,0,4,2.8,"Average",17
"Zoet Desserts","New Delhi",600,0,0,0,8,3,"Average",7
"Zooby's Kitchen","New Delhi",800,0,0,0,21,2.8,"Average",52
"Hotel Malabar","New Delhi",400,0,0,0,129,3.6,"Good",36
"Hwealthcafe","New Delhi",800,0,1,0,29,3.5,"Good",15
"Noorjahan","New Delhi",700,0,0,0,17,3.8,"Good",52
"Pizza Hut Delivery","New Delhi",800,0,1,0,189,3.9,"Good",32
"Sushiya Express","New Delhi",800,0,1,0,30,3.5,"Good",67
"Tuptakes","New Delhi",350,0,0,0,52,3.6,"Good",7
"Lotus Pond","New Delhi",1800,1,1,0,391,4.2,"Very Good",17
"Cafe Turtle","New Delhi",1000,0,0,0,36,3.2,"Average",15
"Gulfam Kashmiri Wazwan","New Delhi",300,0,0,0,38,3.4,"Average",48
"Kit Care Kabab Corner","New Delhi",350,0,0,0,10,2.9,"Average",52
"Liter Basar","New Delhi",350,0,0,0,7,3.1,"Average",7
"N. Iqbal Restaurant","New Delhi",350,0,0,0,40,3.2,"Average",52
"Ghalib Kabab Corner","New Delhi",300,0,0,0,251,3.9,"Good",48
"Karim's","New Delhi",800,1,1,0,360,3.7,"Good",48
"Comesum","New Delhi",350,0,0,0,251,2.2,"Poor",22
"Lunch Express","New Delhi",250,0,0,0,27,3.3,"Average",52
"Chawla Dhaba","New Delhi",500,0,1,0,10,3,"Average",52
"Shri Gupta'z","New Delhi",500,0,0,0,18,3.2,"Average",48
"The Golden Leaf","New Delhi",700,0,0,0,6,3,"Average",52
"Red Moon Bakery","New Delhi",400,0,0,0,26,3.5,"Good",7
"Berco's","New Delhi",1100,1,0,0,5,3.1,"Average",17
"Bikano Chat Cafe","New Delhi",500,0,0,0,55,2.6,"Average",52
"BonJuz","New Delhi",200,0,0,0,8,3.1,"Average",28
"Cafe Coffee Day - The Lounge","New Delhi",750,0,0,0,29,2.6,"Average",15
"Chicago Pizza","New Delhi",800,0,0,0,69,3.2,"Average",56
"Domino's Pizza","New Delhi",700,0,0,0,69,3.3,"Average",56
"Dosa Village","New Delhi",500,0,0,0,36,3.2,"Average",63
"Dunkin' Donuts","New Delhi",600,0,0,0,36,3.4,"Average",13
"Gelato Italiano","New Delhi",200,0,0,0,18,3.3,"Average",30
"Gelato Vinto","New Delhi",250,0,1,0,17,2.7,"Average",19
"Keventers","New Delhi",400,0,0,0,19,3.2,"Average",9
"KFC","New Delhi",500,0,1,0,47,2.6,"Average",1
"Kings Kulfi","New Delhi",150,0,0,0,18,3.3,"Average",19
"Mr. Sub","New Delhi",400,0,0,0,6,2.8,"Average",22
"Shanghai Moon","New Delhi",800,1,0,0,71,2.6,"Average",17
"The Blue Tandoor","New Delhi",700,0,0,0,46,2.6,"Average",52
"Costa Coffee","New Delhi",600,0,0,0,53,3.6,"Good",15
"Giani's","New Delhi",400,0,0,0,51,3.9,"Good",30
"Hinglish - Cafe Beach Bar","New Delhi",1600,1,1,0,792,3.7,"Good",18
"Spaghetti Kitchen","New Delhi",2000,1,1,0,601,3.8,"Good",32
"Subway","New Delhi",500,0,0,0,65,3.5,"Good",1
"Swiss Softy","New Delhi",250,0,0,0,31,3.9,"Good",30
"The Bubble Tea","New Delhi",250,0,0,0,35,3.5,"Good",9
"Al-Sameer","New Delhi",400,0,0,0,5,2.9,"Average",52
"Allure","New Delhi",600,0,0,0,6,2.8,"Average",52
"BarShala","New Delhi",600,0,0,0,14,3.1,"Average",23
"Bikaner House","New Delhi",500,0,0,0,4,3,"Average",52
"Cafe Coffee Day","New Delhi",450,0,0,0,16,2.7,"Average",15
"Cafe CoffeeCo","New Delhi",350,0,0,0,21,3.4,"Average",15
"Cafe Festa","New Delhi",600,0,1,0,38,3.2,"Average",15
"Cheers Lounge Bar","New Delhi",1100,1,0,0,8,2.8,"Average",52
"Chowmein Hut","New Delhi",200,0,0,0,4,2.9,"Average",17
"Club India Cafe & Restaurant","New Delhi",900,1,0,0,32,2.9,"Average",52
"Domino's Pizza","New Delhi",700,0,0,0,29,3.1,"Average",56
"Everest Bakery Cafe","New Delhi",700,0,0,0,19,2.8,"Average",15
"Everest Kitchen","New Delhi",550,0,0,0,18,3.2,"Average",52
"Exotic Rooftop Restaurant","New Delhi",600,0,1,0,5,3,"Average",17
"Flavours","New Delhi",500,0,0,0,11,2.9,"Average",52
"Gagan Assam Bengal Restaurant","New Delhi",300,0,0,0,7,2.9,"Average",52
"Gold Resto Bar","New Delhi",850,1,0,0,8,2.9,"Average",52
"Grand Madras Cafe","New Delhi",250,0,0,0,4,2.9,"Average",63
"Green Chilli","New Delhi",800,1,0,0,17,2.8,"Average",52
"Gurdev Punjabi Restaurant","New Delhi",200,0,0,0,8,3,"Average",52
"Haji Irshad Biryani Centre","New Delhi",200,0,0,0,6,3,"Average",11
"Hungerzz Grill","New Delhi",250,0,0,0,4,3,"Average",22
"Janta Sweets","New Delhi",200,0,0,0,9,3,"Average",66
"Khosla Cafe","New Delhi",400,0,0,0,18,3.2,"Average",52
"King Bar & Restaurant","New Delhi",900,1,0,0,10,3,"Average",52
"Le Fairway Restaurant & Bar","New Delhi",1000,1,0,0,17,3.1,"Average",52
"Madan Cafe & Restaurant","New Delhi",300,0,0,0,28,3.1,"Average",52
"Malhotra Restaurant","New Delhi",800,1,0,0,32,2.9,"Average",52
"Metropolis Bar","New Delhi",700,0,0,0,22,3,"Average",17
"Mikky Restaurant","New Delhi",800,0,0,0,18,2.8,"Average",52
"Mourya Sweets Chat Bhandar","New Delhi",200,0,0,0,4,2.9,"Average",22
"My Bar & Restaurant","New Delhi",700,0,0,0,679,3.2,"Average",52
"My Love Restaurant & Bar","New Delhi",1000,1,0,0,19,2.7,"Average",52
"Organic German Bakeshop - Brown Bread Bakery","New Delhi",600,0,0,0,22,3.2,"Average",22
"Paankhuri Restaurant","New Delhi",500,0,0,0,5,3,"Average",52
"Pardeep Corner","New Delhi",300,0,0,0,25,3.3,"Average",52
"Pehalwan Da Hotel","New Delhi",350,0,0,0,6,3.1,"Average",48
"Pizza Hut Delivery","New Delhi",800,0,1,0,26,2.8,"Average",32
"Re Cafe","New Delhi",1300,1,0,0,14,3.1,"Average",18
"Rumi Amritsari Naan","New Delhi",200,0,0,0,12,3.2,"Average",52
"Sagar Bar-Be Que","New Delhi",500,0,1,0,37,2.7,"Average",52
"Satyam Rooftop Restaurant","New Delhi",600,0,0,0,9,2.9,"Average",52
"Sethi Restaurant","New Delhi",800,0,0,0,8,2.8,"Average",52
"Shri Bankey Bihari Samosa Wala","New Delhi",100,0,0,0,5,3.1,"Average",66
"Sonu South Indian Restaurant","New Delhi",300,0,0,0,8,2.9,"Average",63
"Southern Welcome Restaurant","New Delhi",250,0,0,0,7,2.7,"Average",63
"Swagat Dhaba","New Delhi",200,0,0,0,12,2.7,"Average",52
"Tadka 4986","New Delhi",600,0,0,0,37,3.4,"Average",17
"The Drunkyard Cafe","New Delhi",850,1,0,0,8,3,"Average",52
"The Gem Bar & Restaurant","New Delhi",1400,1,0,0,18,3.2,"Average",18
"The Indian Grill Restaurant","New Delhi",600,0,0,0,10,2.8,"Average",52
"True Blue","New Delhi",900,1,0,0,11,3,"Average",52
"U Like","New Delhi",600,0,0,0,16,3,"Average",52
"Vaga Bond","New Delhi",550,0,0,0,7,2.9,"Average",52
"Vrinda Vaishno Dhaba","New Delhi",200,0,0,0,4,2.8,"Average",52
"White Heart Restro Bar","New Delhi",1100,1,0,0,13,2.7,"Average",52
"Haldiram Bhujiawala","New Delhi",400,0,0,0,27,3.5,"Good",66
"Maa Bhagwati","New Delhi",400,0,0,0,39,3.5,"Good",52
"Bajaj Vaishno Dhaba","New Delhi",400,0,0,0,16,2.2,"Poor",52
"Sita Ram Diwan Chand","New Delhi",100,0,1,0,1317,4.3,"Very Good",66
"Aayush Food Plaza","New Delhi",300,0,0,0,5,2.9,"Average",17
"Ankit Fast Food Corner","New Delhi",200,0,0,0,5,2.9,"Average",17
"Da Pizza Corner","New Delhi",600,0,0,0,7,3,"Average",22
"Mughal Zaika Chicken Point","New Delhi",400,0,0,0,4,2.9,"Average",52
"Nawab Restaurant","New Delhi",400,0,0,0,7,2.9,"Average",52
"New Bikaner Sweets","New Delhi",200,0,0,0,10,3,"Average",66
"Pizza Yum","New Delhi",650,0,0,0,8,2.7,"Average",56
"Radhika Sweets","New Delhi",100,0,0,0,5,2.9,"Average",19
"Satguru Di Hatti","New Delhi",200,0,0,0,6,2.8,"Average",52
"Sher-E-Punjab","New Delhi",450,0,0,0,5,3,"Average",52
"Shudh Vaishno Amritsari Naan","New Delhi",150,0,0,0,6,3,"Average",52
"Sumit Sweets","New Delhi",100,0,0,0,6,2.8,"Average",46
"Burger King","New Delhi",500,0,0,0,10,3.2,"Average",13
"Chaayos","New Delhi",400,0,1,0,4,3.2,"Average",15
"Aalis Kathi Kabab","New Delhi",400,0,0,0,46,3.3,"Average",22
"Dill's Chawla Chik Inn","New Delhi",550,0,1,0,66,3.4,"Average",52
"Ipshita's Cakes Mamma Bakes","New Delhi",700,0,0,0,11,3.1,"Average",7
"Big Wong","New Delhi",900,0,1,0,108,4.3,"Very Good",17
"Giani's","New Delhi",400,0,0,0,39,3.3,"Average",30
"Baskin Robbins","New Delhi",300,0,0,0,39,3.5,"Good",30
"Chicken Inn","New Delhi",1500,1,1,0,447,3.6,"Good",52
"Ichiban","New Delhi",1200,1,1,0,768,3.9,"Good",17
"Krishna Di Kulfi","New Delhi",200,0,0,0,154,3.8,"Good",30
"Pindi","New Delhi",1700,1,1,0,337,3.8,"Good",52
"Veg Gulati","New Delhi",1200,0,1,0,600,3.8,"Good",52
"Chor Bizarre","New Delhi",1600,1,0,0,64,4.4,"Very Good",52
"Gulati","New Delhi",1500,0,1,0,4373,4.4,"Very Good",52
"Havemore","New Delhi",1500,1,0,0,1157,4.1,"Very Good",52
"Aggarwal Sweets","New Delhi",250,0,0,0,5,2.9,"Average",66
"Om Sai Dosa Corner","New Delhi",350,0,0,0,4,2.9,"Average",63
"34, Chowringhee Lane","New Delhi",350,0,1,0,30,2.7,"Average",22
"A Pizza House","New Delhi",500,0,1,0,38,2.9,"Average",56
"Amrit Family Rasoi","New Delhi",400,0,0,0,53,2.8,"Average",17
"Bake Club","New Delhi",250,0,1,0,15,3.1,"Average",7
"Cafe Coffee Day","New Delhi",450,0,0,0,40,3.3,"Average",15
"Cake O Frost","New Delhi",350,0,0,0,14,3.3,"Average",7
"Chawla Kitchen","New Delhi",600,0,1,0,49,3.3,"Average",52
"Cherry Fresh","New Delhi",200,0,1,0,21,3.3,"Average",30
"Chocooze","New Delhi",300,0,0,0,9,3.2,"Average",7
"Chuk Chuk Mail","New Delhi",300,0,0,0,44,2.9,"Average",17
"Da Pizza Bakers","New Delhi",500,0,1,0,24,3.1,"Average",56
"Domino's Pizza","New Delhi",700,0,0,0,111,3.2,"Average",56
"Green Chick Chop","New Delhi",350,0,1,0,51,3.3,"Average",59
"Grill Zone","New Delhi",300,0,1,0,23,3.4,"Average",22
"Grover Mithaivala","New Delhi",100,0,0,0,46,3.4,"Average",46
"Hong Kong Express","New Delhi",700,0,1,0,50,3.2,"Average",17
"Hot Spot Roll Corner","New Delhi",150,0,0,0,34,3.2,"Average",22
"Jaiveer Naan & Chaap","New Delhi",400,0,1,0,27,3.4,"Average",52
"Jaiveer Naan & Chaap","New Delhi",300,0,0,0,27,3.1,"Average",52
"Kabab Hut","New Delhi",600,0,1,0,37,2.9,"Average",52
"Kabbaba","New Delhi",500,0,1,0,31,3.3,"Average",52
"McDonald's","New Delhi",500,0,1,0,94,3.3,"Average",22
"New Durga Corner","New Delhi",250,0,0,0,37,3.2,"Average",63
"New Durga Dosa Corner","New Delhi",300,0,1,0,43,3,"Average",63
"Pishori Chicken","New Delhi",700,0,0,0,46,3.4,"Average",52
"Pizza Break","New Delhi",800,0,1,0,75,3.4,"Average",56
"Pizza Hut Delivery","New Delhi",800,0,1,0,58,3.1,"Average",32
"PK Shoppe","New Delhi",200,0,0,0,36,2.7,"Average",22
"Pudding & Pie","New Delhi",450,0,0,0,16,2.7,"Average",7
"Punjabi Angithi","New Delhi",400,0,0,0,31,3.3,"Average",52
"Punjabi Handi","New Delhi",650,0,1,0,39,3.4,"Average",52
"Quality Cake Shop","New Delhi",350,0,1,0,92,3.2,"Average",19
"Rahul's Rasoi","New Delhi",600,0,1,0,78,2.5,"Average",52
"RTW","New Delhi",150,0,0,0,49,2.6,"Average",66
"Sahib e Aalam","New Delhi",450,0,0,0,49,3.2,"Average",52
"Shree Durga Dosa","New Delhi",250,0,0,0,35,3.4,"Average",63
"Shree Durga Dosa","New Delhi",250,0,0,0,27,2.7,"Average",63
"Shree Rathnam","New Delhi",800,1,1,0,95,3.2,"Average",63
"Sunil Momos.Com","New Delhi",200,0,1,0,65,3.4,"Average",17
"Temptation Food","New Delhi",300,0,0,0,29,2.8,"Average",17
"Wheelyz","New Delhi",550,0,0,0,32,3.2,"Average",52
"Ashok Meat Wala","New Delhi",500,0,0,0,40,3.6,"Good",48
"Biryani Sons & Co.","New Delhi",400,0,1,0,63,3.8,"Good",11
"Curry Tree","New Delhi",700,0,0,0,18,3.5,"Good",52
"Deli 63","New Delhi",300,0,1,0,52,3.6,"Good",22
"Friends Shawarma","New Delhi",350,0,0,0,107,3.5,"Good",52
"Ganesh Restaurant","New Delhi",550,0,1,0,105,3.8,"Good",52
"Kake Da Hotel","New Delhi",600,0,1,0,29,3.6,"Good",52
"Nirmal Vada Pav","New Delhi",200,0,1,0,75,3.5,"Good",66
"Oasis Baklawa","New Delhi",400,0,1,0,76,3.5,"Good",22
"Puri Bakers","New Delhi",300,0,1,0,108,3.6,"Good",7
"Wonder Taste of Spices","New Delhi",600,0,1,0,75,3.6,"Good",52
"Biryaniwala","New Delhi",300,0,1,0,68,2.1,"Poor",11
"Firangi N More","New Delhi",400,0,1,0,43,2.2,"Poor",17
"Pakwan","New Delhi",700,0,1,0,45,2.1,"Poor",52
"Subway","New Delhi",500,0,1,0,31,2.3,"Poor",1
"24x7","New Delhi",1200,1,0,0,18,3.1,"Average",52
"Cafe Cook","New Delhi",400,0,1,0,15,2.8,"Average",22
"La-Nawaab","New Delhi",500,0,0,0,5,3,"Average",52
"Roadside Cafe","New Delhi",450,0,1,0,55,2.8,"Average",17
"Royal India Food Plaza","New Delhi",400,0,0,0,12,3.2,"Average",52
"Sir John Bakery Cafe","New Delhi",500,0,1,0,27,3.4,"Average",7
"Bikku Bakes","New Delhi",300,0,0,0,59,3.7,"Good",7
"Giani","New Delhi",400,0,0,0,65,3.5,"Good",30
"Zune - Piccadily Hotel","New Delhi",2000,1,0,0,67,2.6,"Average",52
"361 Restaurant & Banquet","New Delhi",1100,1,1,0,67,3.4,"Average",52
"6 Pack Momos","New Delhi",300,0,0,0,7,2.8,"Average",17
"Amritsari Kulcha","New Delhi",100,0,0,0,4,3.1,"Average",52
"Bake Houz","New Delhi",300,0,1,0,4,3,"Average",7
"Ben's Foods","New Delhi",350,0,1,0,9,3.2,"Average",52
"Bobby Punjabi Rasoi","New Delhi",650,0,1,0,113,2.6,"Average",52
"Bromfy Public House","New Delhi",1600,0,0,0,27,2.8,"Average",18
"BTW","New Delhi",400,0,0,0,63,2.8,"Average",66
"Chacha Shankar","New Delhi",650,0,0,0,29,3.2,"Average",52
"Chaska","New Delhi",500,0,1,0,161,3.2,"Average",52
"Chatore.e.e","New Delhi",400,0,1,0,38,3.2,"Average",52
"Chawla's Tandoori Xpress","New Delhi",600,0,0,0,75,2.5,"Average",52
"Chawla's Tandoori Xpress","New Delhi",600,0,0,0,45,3.2,"Average",52
"Chinese Hut","New Delhi",450,0,1,0,60,2.9,"Average",17
"Culinaria","New Delhi",1000,1,0,0,10,3.3,"Average",52
"Deli Cake Cafe","New Delhi",250,0,1,0,33,3.4,"Average",7
"Domino's Pizza","New Delhi",700,0,0,0,73,3.2,"Average",56
"Domino's Pizza","New Delhi",700,0,0,0,65,2.6,"Average",56
"Dragon Hut","New Delhi",400,0,1,0,72,3.3,"Average",17
"Frontier Restaurant","New Delhi",600,0,0,0,7,2.5,"Average",52
"Giani's","New Delhi",400,0,1,0,36,3.1,"Average",30
"Giani","New Delhi",400,0,0,0,6,2.9,"Average",30
"Grand Bikaner","New Delhi",200,0,1,0,5,3,"Average",46
"Hill Chillz 26","New Delhi",150,0,0,0,41,3.1,"Average",30
